Transaction ID,Timestamp,Sender Name,Sender UPI ID,Receiver Name,Receiver UPI ID,Amount (INR),Status,is_fraud
e1dfaaf1-2b11-4e7f-a0b9-7ea80099bce3,2024-06-08 05:23:13,Parinaaz Garg,0195292545@oksbi,Dhruv Mani,2665877988@oksbi,5956.66,FAILED,1
eaf6a522-f685-439d-8b5d-a163cef1c8b9,2024-06-09 07:03:35,Vanya Kothari,0205147069@okhdfcbank,Ehsaan Bhattacharyya,5811498513@okaxis,6281.57,SUCCESS,0
b2f5bef5-9240-48fb-93a7-30d4fb88c416,2024-06-21 07:11:52,Yuvaan Koshy,0217532579@okicici,Raunak Chawla,2832979249@okhdfcbank,2271.9,SUCCESS,0
d810f2d7-6dcf-45c6-9d98-dc40aa29a151,2024-06-23 16:28:49,Adira Agarwal,0218481982@okaxis,Divit Shankar,3069361334@okaxis,4347.25,FAILED,1
df6d803a-99c7-440d-8df1-55e67e8eeb20,2024-06-25 06:59:11,Ranbir Mane,0228468189@oksbi,Priyansh Thaman,5022503475@okhdfcbank,8495.63,FAILED,1
d2f162b8-1247-4f43-91db-a4a7bdd6cb5b,2024-06-20 14:29:34,Riya Wagle,0266536269@oksbi,Ehsaan Loke,3716645063@okhdfcbank,6043.81,FAILED,1
c62e062c-da3f-4476-aca0-190077a6c8f9,2024-07-03 12:34:32,Nehmat Rajagopalan,0278838090@oksbi,Yuvraj  Dey,6706292945@okaxis,4946.6,SUCCESS,0
0ae5a07c-1123-4819-b207-f5078ba09236,2024-06-11 02:40:44,Umang Tara,0281796704@oksbi,Jiya Ganesan,8252259912@okaxis,5009.63,SUCCESS,0
68303e26-dec2-4460-be93-0f0b7ea419d8,2024-06-15 11:17:10,Farhan Khurana,0295344432@okybl,Tara Mani,4414529358@okhdfcbank,5842.57,SUCCESS,0
d2083832-2ba7-43a2-943e-acdf28fb48b8,2024-06-13 09:46:34,Dharmajan Gill,0317344963@okicici,Amani Banerjee,1809433425@okybl,8634.44,FAILED,1
a1851f4d-e2e5-466b-acd0-bdff5b87bc65,2024-06-29 11:33:58,Azad Uppal,0325930765@okaxis,Ivana Zachariah,6389085754@oksbi,9462.47,FAILED,1
351140eb-618d-4c98-8e30-a04080ff5feb,2024-06-25 15:45:09,Navya Ahuja,0338057199@okaxis,Lakshit Deep,7312106291@oksbi,6830.86,SUCCESS,0
a43c4cae-25b9-4c02-a6f7-e4ab79c2aea2,2024-06-04 12:39:00,Yasmin Tailor,0338679602@oksbi,Dhruv Dora,4497017381@okybl,1813.38,SUCCESS,0
cfc35928-0a0b-4986-bfdf-52c4216233a9,2024-06-22 10:03:43,Ranbir Bawa,0356609161@okicici,Ivana Mane,7402737558@okhdfcbank,7124.38,FAILED,1
1fa47bbe-73e6-44df-843d-12c94955028b,2024-06-07 09:57:33,Rati Dhar,0378580206@okhdfcbank,Purab Bhagat,1633661498@okhdfcbank,4241.45,SUCCESS,0
b792bf64-2047-4435-aac1-27ee95b134d6,2024-06-21 15:52:40,Diya Trivedi,0385561234@oksbi,Dhanuk Mane,1884708567@okhdfcbank,1426.6,SUCCESS,0
bd8480ab-6843-4625-b894-6dce8e982bcb,2024-06-07 06:32:12,Mishti Wagle,0397647072@okaxis,Ivan Balan,7328545328@oksbi,8027.85,FAILED,1
c7653f42-6df8-410b-af00-1c6b95e879c6,2024-06-25 02:20:58,Prisha Cheema,0398441803@okaxis,Rohan Khatri,6427529605@okicici,1293.28,FAILED,1
a709fafd-5aac-4a7d-93e0-db13820dcc52,2024-06-17 11:33:25,Anya Sankaran,0406146044@okhdfcbank,Manjari Mammen,0708736734@okaxis,9233.41,SUCCESS,1
2967d94a-ab11-4aa8-bcb9-592d7919423c,2024-06-20 03:02:16,Emir Savant,0415111674@okicici,Khushi Date,3821504945@oksbi,4152.94,SUCCESS,0
866e4911-15e4-4ef5-a37f-a36e41f56dd5,2024-06-24 21:06:26,Himmat Chahal,0423341660@okicici,Raghav Barad,4389051848@okybl,3478.17,FAILED,1
4a2d9e02-db24-48b5-8f04-2d45d4cbd283,2024-06-13 13:56:58,Lakshit Dhar,0435234430@okhdfcbank,Tarini Badami,3294719385@okybl,6304.83,FAILED,1
90b95e21-1dae-49f4-8405-06c5240dcc6c,2024-06-13 10:07:23,Divyansh Borah,0435674353@oksbi,Jiya Bath,8834991115@okhdfcbank,8050.72,SUCCESS,1
34e409c2-275b-44b4-8f61-2b719b673f6f,2024-06-28 15:45:03,Charvi Dewan,0445016565@okicici,Rohan Choudhury,2295243313@oksbi,2944.21,FAILED,1
0aba3232-e162-4ce2-8f9a-718f17102b53,2024-06-10 22:06:51,Nirvaan Suri,0455243224@okhdfcbank,Vidur Dugar,1698507514@okaxis,893.74,FAILED,1
63bf7da6-c7c7-47bb-a10c-150e0eb4741f,2024-06-20 09:09:52,Saira Cherian,0462616770@okicici,Gokul Anne,5218699928@okicici,7296.29,SUCCESS,0
ac6e3b41-8ee7-4331-b3dc-54b72f908f56,2024-06-15 22:27:27,Arhaan Rattan,0469821586@okaxis,Heer Dugal,2109405017@okicici,6677.22,SUCCESS,0
764d0501-7a75-49e9-9f75-1561af6cfb5e,2024-06-28 11:18:46,Chirag Sehgal,0478452850@oksbi,Samar Batta,0674490151@okicici,1387.22,SUCCESS,0
c48ba602-ed97-4093-899f-12f49a537640,2024-06-25 13:07:17,Urvi Amble,0485709858@okybl,Ehsaan Saha,4039485793@okhdfcbank,3157.54,FAILED,1
8fb30c44-8411-4ada-a7e0-0c45c71eced0,2024-06-28 07:58:53,Vaibhav Choudhary,0495028936@okybl,Mamooty Chand,7492419654@okicici,8429.67,FAILED,1
bcb4189d-7986-4821-a318-40c3f599323c,2024-06-14 18:48:44,Ishaan Ram,0503592673@okhdfcbank,Devansh Goyal,0583871418@okybl,4948.83,SUCCESS,0
301c14d4-fc65-45b5-9300-1212267235fa,2024-06-17 02:23:44,Nehmat Sarma,0509129844@okybl,Baiju Samra,0840982695@oksbi,9437.59,SUCCESS,1
10b78cb6-0a05-429a-8cf5-7ac40b97cd37,2024-06-24 20:15:13,Ivana Tak,0518391082@okaxis,Ehsaan Baria,2677492476@okhdfcbank,4829.13,SUCCESS,0
23d83b87-d3df-4afe-8ada-b719cbe955cf,2024-06-25 19:26:26,Suhana Bhatt,0521837265@oksbi,Adah Barad,8108895688@okicici,7053.03,FAILED,1
f282f579-71c8-4f5e-b426-c0ff5a437552,2024-06-06 14:31:55,Onkar Saran,0521979381@okicici,Anahita Hari,5938385338@okhdfcbank,4576.7,FAILED,1
66ff3337-cc40-4716-8f9a-15390650ec94,2024-06-29 18:58:45,Nitya Kala,0522254073@okhdfcbank,Tiya Mangat,4505835691@okaxis,4579.97,SUCCESS,0
2f6b21f4-992c-43ad-98e0-8ee182afcc02,2024-07-02 05:56:20,Tara Virk,0524263718@okybl,Anahi Sachar,6367726458@okhdfcbank,759.81,FAILED,1
64210714-d6eb-4805-9f96-eeafdfe6f74b,2024-06-26 14:07:39,Samarth Edwin,0532175823@okicici,Alia Varma,4430520060@oksbi,4861.1,SUCCESS,0
11556abb-72f2-4ad0-bf8f-9c7ddbe86a41,2024-06-23 21:02:18,Bhamini Garg,0543096709@oksbi,Divyansh Sastry,2106573656@oksbi,4167.41,SUCCESS,0
a223c052-bb4f-4a29-9835-426dcb8bdf2a,2024-06-24 20:02:51,Lagan Ramanathan,0574535834@okaxis,Damini Chaudhari,6460901611@okicici,5145.95,FAILED,1
9e86ca6a-de46-4e0a-9741-e9388f838820,2024-07-03 04:52:48,Nitara Sule,0578448102@oksbi,Elakshi Chokshi,8113796659@okhdfcbank,3096.42,FAILED,1
797e5742-680f-40c9-91d9-94e657394651,2024-06-27 17:47:59,Adira Sant,0582637664@oksbi,Kashvi Arora,8952003220@okicici,4403.82,SUCCESS,0
7eddc148-8755-4901-b31d-8ba5ee895860,2024-07-01 03:57:18,Rati Sawhney,0595448518@oksbi,Drishya Bava,8231626532@okybl,2675.65,SUCCESS,0
8f09168c-2ed6-4088-b2c4-1ee69d925dc7,2024-06-22 01:08:59,Priyansh Saxena,0603600539@okhdfcbank,Indrans Shenoy,5269895033@okybl,5715.75,SUCCESS,0
543f5972-bd40-47ee-81d6-e2357b1a901f,2024-07-03 22:14:00,Rhea Mann,0605674923@okicici,Anahita Datta,2674772758@okybl,9624.97,FAILED,1
c0baaf18-c369-4a1b-979b-dcad3f1117f3,2024-07-02 05:07:59,Reyansh Mann,0611006539@okybl,Anay Mannan,5317805983@okhdfcbank,4656.41,FAILED,1
bde1d24a-23fd-44a9-b441-1883e1492489,2024-06-29 16:32:47,Yuvaan Gopal,0623234423@okhdfcbank,Shalv Dyal,2236913766@okaxis,2581.32,FAILED,1
4eecc28a-294e-48a6-a6f4-ada43afe1c84,2024-07-02 18:21:05,Saira Gade,0635772286@oksbi,Samarth Lal,0253631161@okaxis,3900.01,FAILED,1
bcc43af0-882e-422c-848f-4e9c88dfe3d8,2024-06-30 02:15:17,Prerak Kalita,0637808161@okhdfcbank,Kartik Jani,5057837405@okybl,2484.96,SUCCESS,0
3b5d95f3-8751-4aaa-bd75-90ad2fc9e627,2024-06-06 14:00:46,Aaryahi Koshy,0646163327@okhdfcbank,Uthkarsh Chandra,5061341700@oksbi,1554.88,FAILED,1
fb129832-6942-4829-9395-4fbdcb345e08,2024-06-17 11:23:34,Mamooty Bhakta,0647283017@okybl,Aaina Kale,7066012329@okhdfcbank,883.95,FAILED,1
110b5b5d-21f1-4766-9a42-4f9480fddcda,2024-06-11 01:26:47,Shlok Sharaf,0658136040@oksbi,Myra Rastogi,8396596785@okicici,4765.12,FAILED,1
edfe1019-862d-449e-b182-67b5456859f2,2024-06-20 21:10:26,Aniruddh Bal,0667745276@oksbi,Oorja Jaggi,3451825630@oksbi,6323.06,FAILED,1
c1ae37cf-e5f3-4420-8715-95c0a24760d2,2024-06-05 11:08:27,Nirvaan Warrior,0675823715@okaxis,Rati Brahmbhatt,0283942094@okhdfcbank,850.96,FAILED,1
5396964d-8ed8-47a0-9b63-b25f4e49c95d,2024-06-17 04:41:00,Madhup Sinha,0696082614@okhdfcbank,Advik Ramanathan,1797289978@okaxis,1994.68,FAILED,1
bcd8d3d8-2386-45bd-bcd6-e6fcc1a4d184,2024-06-16 11:00:12,Mehul Seshadri,0696746336@okicici,Jayesh Dhingra,4958899985@okicici,9400.33,FAILED,1
4ced35d5-30a3-43e1-8304-777486004eb8,2024-06-07 08:09:57,Manikya Bawa,0702254438@okhdfcbank,Yashvi Mangat,1229148004@okaxis,2683.57,FAILED,1
840c71fa-0a83-4229-9178-5e6850cf15e2,2024-07-03 20:52:51,Indranil Kurian,0721987721@okicici,Eshani Shroff,5143816070@okaxis,2818.05,SUCCESS,0
8be1cd4c-9f7d-4b42-bf63-b89907896e56,2024-06-08 16:19:09,Myra Mannan,0732271530@okybl,Abram Hayre,0910590261@okhdfcbank,1926.95,SUCCESS,0
ca3efe60-77f7-4c52-b87e-835f2a5e7084,2024-06-14 20:48:54,Priyansh Kibe,0745617012@okaxis,Vritika Kala,1798998963@okhdfcbank,5639.3,FAILED,1
9bf81fb2-5c0c-4d81-97fe-fc95f8bdea4f,2024-06-08 12:05:10,Aarav Bose,0757932599@okicici,Lakshit Luthra,7279245677@okybl,9163.41,FAILED,1
c15887c8-ffe9-4db4-95a8-8e0353cd1b5a,2024-06-04 06:40:39,Anika Basak,0764855058@okicici,Piya Bora,8662043086@okybl,1742.43,FAILED,1
82ca8ae1-9589-4678-81e9-9d493f75c9ba,2024-06-27 08:28:13,Ela Saraf,0771921939@okybl,Manjari Dara,9665805719@oksbi,6610.63,FAILED,1
d6925c0f-d326-44c5-a14b-83e320d907fb,2024-06-04 11:02:24,Krish Balan,0797407174@okybl,Prisha Din,7753426454@okybl,3897.47,SUCCESS,0
a293b909-dcb8-4004-a54f-f8f0e097c94e,2024-06-23 07:04:58,Miraan Chandran,0805075271@oksbi,Armaan Lal,8894716510@oksbi,468.94,SUCCESS,0
c960b2c1-d1f8-49d3-837b-e80fe7c4cbf8,2024-06-26 08:06:06,Anika Kara,0810000931@okaxis,Taimur Tank,9331571983@okaxis,9303.55,FAILED,1
5e4e4967-f841-4e6c-88fc-a581ebf204a0,2024-06-17 13:39:23,Adira Ramaswamy,0811248519@okaxis,Kavya Kant,0951582346@okaxis,2656.12,FAILED,1
9558ec76-6c38-4d0f-a9f6-5e7b2fccc63d,2024-06-28 23:43:28,Fateh Kanda,0811754704@okicici,Vardaniya Shroff,0783327556@okicici,6816.73,FAILED,1
c391e152-da8d-4b1a-bd1a-e988e25e3007,2024-06-24 23:19:00,Ira Mallick,0825363901@okybl,Neelofar Loke,1430266196@okaxis,282.54,SUCCESS,0
b1aab44e-4627-4bb8-b7ee-17359b128d3f,2024-06-04 23:54:35,Nishith Jani,0840007859@okybl,Yashvi Gara,6424966676@okybl,1911.72,FAILED,1
d2677e72-9b87-45f7-ba71-819406449f4e,2024-06-18 00:49:26,Ryan Gupta,0843515089@okicici,Vihaan Kuruvilla,7747655583@okhdfcbank,6826.46,SUCCESS,0
b9354c01-a7c2-4c04-af38-83ba303048bb,2024-06-17 05:20:10,Siya Basak,0845869855@okhdfcbank,Biju Vyas,2914544943@okaxis,2072.35,FAILED,1
e09a75ca-6f9c-4e54-97f0-9a7fc031e9cd,2024-06-06 08:07:27,Krish Vohra,0846194083@okybl,Saksham Sur,1469816271@okaxis,8312.27,SUCCESS,1
4fdcda14-490a-4a4b-a511-fd9e4130fc4f,2024-06-13 07:29:48,Mahika Wason,0851187428@okhdfcbank,Romil Hegde,0219497718@oksbi,4365.3,SUCCESS,0
7008ac2a-1431-44c4-b74d-33170bc1ef33,2024-06-15 02:46:35,Nakul Dua,0860119156@okybl,Adah Bhattacharyya,2791182532@oksbi,1343.35,FAILED,1
6119d583-100b-43f8-8279-344b1a99093c,2024-06-30 13:20:20,Aaryahi Garg,0876566498@oksbi,Kanav Hari,7692155077@okhdfcbank,1836.59,FAILED,1
db6068e8-2f67-444d-9211-39fe8d9e2b69,2024-06-23 06:02:46,Tarini Sengupta,0877637861@okhdfcbank,Jayan Viswanathan,7872092705@okhdfcbank,8615.46,SUCCESS,1
0dba74f0-812d-4c8a-b724-b6515a47cffa,2024-06-05 09:44:21,Hiran Gulati,0881420090@okaxis,Mohanlal Devan,7283045471@okicici,9459.31,SUCCESS,1
5f382df8-cf4b-455f-bfa0-e59eec3152d8,2024-07-02 09:12:34,Miraan Basak,0903957609@oksbi,Aayush Gour,5420448187@okybl,608.48,SUCCESS,0
81bbb593-f7c6-4b29-a5d0-7d51d4a888ba,2024-06-14 11:35:06,Shamik Bhargava,0905956885@oksbi,Shlok Bandi,1631163096@okhdfcbank,3864.03,SUCCESS,0
ab1cae2c-504f-4282-ba1d-7952c40e54ae,2024-06-17 04:19:37,Suhana Kurian,0938147344@oksbi,Gokul Sani,3441598165@okybl,7569.06,FAILED,1
1f6e29d8-e7d0-4b91-bf60-c1fd0f74bf29,2024-06-21 08:35:25,Urvi Mahajan,0948379856@okicici,Kavya Dhillon,2156159867@okicici,3036.87,SUCCESS,0
1ed46e99-2d3c-4be8-b26f-fafbb1d3da87,2024-06-06 18:52:33,Nirvaan Devi,0957941182@okicici,Prerak Bhakta,7696741318@okaxis,3861.7,FAILED,1
1103cdae-9b4f-4306-bd99-b58c6716a1db,2024-06-11 15:55:15,Mamooty Sur,0970417415@okaxis,Mannat Suresh,8456655422@okybl,6556.75,SUCCESS,0
e1c5aea8-8fd4-48cf-a8f8-dd1c93899946,2024-06-20 20:40:10,Kabir Sankaran,0972266688@okybl,Anay Bobal,4267332816@oksbi,216.74,SUCCESS,0
9a06b033-fef3-42bc-a78c-4fe4a4d11062,2024-06-20 07:46:30,Raunak Dada,0982261248@oksbi,Bhavin Kala,1592364433@okicici,4604.21,SUCCESS,0
170385a7-f8bc-49de-a637-9381e21b26f6,2024-06-09 05:15:54,Saira Dutta,0985258405@okaxis,Pranay Bala,9058370545@okhdfcbank,8675.05,SUCCESS,1
7aba4a9d-491d-4630-8e9b-ec13b7b332fe,2024-06-11 03:37:58,Ivana Rajan,0985570316@okhdfcbank,Shlok Choudhury,8990759858@okicici,6302.96,FAILED,1
8fa59587-712d-41d8-b359-cd7e2efc5d29,2024-06-06 09:24:58,Neysa Kapur,0994880172@okaxis,Rhea Agate,5643595252@okhdfcbank,7191.47,SUCCESS,0
3da29f64-2197-4a5a-b908-dec95cba159b,2024-06-27 19:05:43,Uthkarsh Bora,0996494836@okhdfcbank,Ojas Rastogi,5337860185@okaxis,7298.24,SUCCESS,0
4d8053b7-0375-4639-bcde-994b11f73a12,2024-07-02 06:23:09,Jhanvi Keer,1012830404@okicici,Aaryahi Choudhury,1486165795@okaxis,152.36,FAILED,1
b2c70126-9eb4-406c-81f0-ba9886b557ea,2024-06-21 05:12:15,Prerak Lanka,1013933291@okhdfcbank,Jayan Bedi,5826134954@okybl,4245.79,SUCCESS,0
8cc7b996-cd9f-4d48-8b91-2768b33f665a,2024-06-30 12:31:57,Nayantara Sampath,1016813295@okicici,Farhan Dhaliwal,6585134227@okicici,9297.68,SUCCESS,1
2187aa4a-8d0b-417f-aae0-74bacff2ae96,2024-06-25 21:21:14,Umang Tandon,1024707953@okaxis,Miraya Jha,7101152569@okicici,1680.81,SUCCESS,0
2fd72ca0-22f6-4061-b3e9-095561ea2110,2024-06-08 05:12:01,Ehsaan Sidhu,1028880377@okybl,Madhup Sen,0106480124@okhdfcbank,1564.81,SUCCESS,0
a732ef73-3a2d-4e21-a587-d1d496a29ad6,2024-06-26 11:03:35,Shayak Dora,1033788927@okaxis,Sara Aggarwal,1112447013@okaxis,848.66,SUCCESS,0
17d3dff7-b84a-4044-b6f5-e04ed9dd2253,2024-07-01 20:59:56,Faiyaz Shenoy,1038844230@oksbi,Farhan Gill,4434600052@okaxis,3605.22,FAILED,1
ac374b95-11f3-43b9-b5b6-ee5b27978698,2024-06-10 05:40:19,Mehul Dhar,1053313632@oksbi,Indranil Doshi,5030835660@okaxis,5879.78,FAILED,1
98558f9f-46e3-47ae-a009-2812a33a76bd,2024-06-30 05:26:16,Heer Chauhan,1062421462@okicici,Oorja Soman,1214433463@okaxis,2874.24,FAILED,1
e12504df-9c2f-4210-ab6d-1b9b52608c61,2024-06-23 20:14:13,Indrajit Sha,1063010838@okaxis,Kashvi Chada,4257762240@okhdfcbank,96.23,SUCCESS,0
bb6aef75-74e6-40e3-84e2-281f0b3a537f,2024-06-12 13:57:22,Drishya Som,1075152669@oksbi,Lavanya Bala,3039738440@okicici,4362.86,FAILED,1
c0dc63ed-a271-404c-b05b-66eea26e01f4,2024-07-03 15:28:42,Kismat Bhagat,1085626417@okaxis,Darshit Sura,5142464441@okicici,3775.69,SUCCESS,0
908ac8ac-b927-4161-bd7e-ed09fcb5f3f1,2024-06-25 07:43:23,Veer Comar,1091977721@oksbi,Hansh Chatterjee,1596029697@okaxis,4501.65,SUCCESS,0
e5516d7f-760f-47ce-80be-df02dd3d78b2,2024-06-16 00:52:34,Neysa Char,1093951073@oksbi,Baiju Sane,5700869073@okhdfcbank,3079.75,SUCCESS,0
5f4ae5f8-6769-4461-ad93-5e557843cf3a,2024-06-13 03:11:47,Lavanya Gola,1136147669@oksbi,Saira Bhatia,0264692421@oksbi,7328.9,SUCCESS,0
959ef0a3-edea-4342-ab09-124953973545,2024-06-20 10:44:49,Tiya Kannan,1170047596@okybl,Taimur Rajagopal,1014221976@okybl,9072.79,SUCCESS,1
6140dc16-7d90-4ad0-b306-0d13d110f705,2024-06-20 22:31:26,Alisha Kurian,1176434262@oksbi,Tara Dayal,6908948036@oksbi,9952.14,SUCCESS,1
4fe49682-e830-4eda-a04e-59cd146fd5dd,2024-06-24 00:06:24,Khushi Tara,1193762349@oksbi,Anaya Ram,7489333999@okhdfcbank,4779.28,SUCCESS,0
39e951b1-50ea-461e-970d-b9a7d0826af3,2024-06-13 10:58:23,Farhan Bhardwaj,1194857592@okybl,Kiaan Dube,1892250554@okicici,6928.57,SUCCESS,0
2dbbb577-4617-44b1-9a51-5fdf18ebb2ab,2024-06-15 15:42:57,Nirvaan Aurora,1200592114@okybl,Faiyaz Kara,2795494339@okhdfcbank,2278.32,FAILED,1
8151c72b-44a9-499c-a148-13a9336f8a32,2024-06-12 15:46:08,Myra Bansal,1211629045@okaxis,Rati Boase,8884268107@okicici,2349.97,SUCCESS,0
962a90fd-0efd-4c12-814f-a3eea0d7b7b1,2024-06-18 12:56:26,Madhup Date,1217931247@okaxis,Shlok Gokhale,3062511332@okicici,1883.76,FAILED,1
261299ba-eeeb-41bd-a662-44bdbdf58faf,2024-06-21 22:48:00,Vanya Hari,1223824521@oksbi,Pihu Sawhney,2654164381@oksbi,8560.25,SUCCESS,1
a2d30a28-aad3-47f8-8386-bb8e9a435874,2024-06-22 22:35:29,Shamik Bail,1229522278@okaxis,Amani Mangat,0389901687@okybl,9178.65,SUCCESS,1
040da4a0-283a-4f4a-a86a-6b411d8fcb3c,2024-06-23 06:47:44,Ishita Rao,1240412478@okhdfcbank,Mishti Khosla,4750212376@oksbi,1414.75,SUCCESS,0
353a4f1e-a115-4021-a341-7234b328c2ad,2024-06-28 15:53:21,Aarav Sarin,1241072015@oksbi,Aradhya Mane,9526125826@okhdfcbank,510.85,SUCCESS,0
d8e85dc4-2f2d-4453-991c-dc0ef8191c1d,2024-06-22 05:55:05,Jayan Sahota,1254305403@okaxis,Aarna Srinivas,5033200366@okhdfcbank,2745.97,FAILED,1
72aacbc2-892f-4d0c-a3a0-b4d85360dda4,2024-06-17 00:46:16,Yuvaan Kalita,1257007168@okicici,Taran Shankar,7540124093@oksbi,5655.88,FAILED,1
ce791713-1a83-4f8c-a60d-475b85da7e55,2024-06-07 13:27:06,Pihu Gara,1286184757@oksbi,Ivan Dave,2497797644@okicici,9341.93,FAILED,1
a1885bb4-b735-4c85-b929-43aa8d43ef67,2024-07-02 23:04:31,Alisha Choudhry,1293426041@okybl,Oorja Chandran,4396925464@okaxis,7497.73,SUCCESS,0
8b42c1fd-c6e5-403a-870f-d7540f920d61,2024-06-08 19:22:20,Ira Choudhary,1295873779@okybl,Shaan Gaba,3684339861@okicici,1979.44,FAILED,1
0deeb06f-714a-4ac1-888b-c25013f2644d,2024-06-13 11:04:33,Yuvaan Khurana,1302246543@okybl,Mehul Garg,7236133296@oksbi,5606.87,SUCCESS,0
359683a9-79a5-4f1d-bbdf-d4d83f8d125f,2024-07-01 04:51:49,Hiran Acharya,1303444511@okaxis,Navya Tailor,0466780047@okybl,9587.68,FAILED,1
176e5caa-719a-4bcc-87e0-c9090e0b0f49,2024-06-21 13:47:26,Adira Butala,1315161016@okhdfcbank,Mehul D’Alia,4720548276@okybl,9637.76,FAILED,1
ead63648-172c-4582-a42e-7c98176014cd,2024-06-06 01:57:35,Jiya Sunder,1331331364@okybl,Shamik Solanki,3438824583@okhdfcbank,4163.75,SUCCESS,0
b3434da7-0e81-45c3-95f5-1a9a783f25d4,2024-06-24 19:18:05,Saanvi Kumer,1345113433@okaxis,Priyansh Badami,1044579523@okaxis,8021.98,SUCCESS,1
85c3c097-73a7-42bd-a6d2-2fb1a9eec036,2024-06-13 19:26:27,Shaan Kalla,1345377754@oksbi,Emir Lalla,8743970936@okaxis,8666.71,SUCCESS,1
21cc5c2d-08dd-4079-a228-2aa6bef5c62f,2024-06-25 02:16:22,Advik Golla,1357918998@oksbi,Purab Gandhi,7134288534@okicici,9769.81,SUCCESS,1
a9924fc3-e1b6-4226-935b-91ac3ecd348a,2024-06-23 13:11:57,Armaan Sood,1362608535@okybl,Taimur Ben,8084750354@okicici,5599.28,SUCCESS,0
7adee246-8271-47f9-84c2-8a607e9128bd,2024-06-04 05:43:32,Darshit Dube,1365027476@oksbi,Badal Ahuja,7309946713@okaxis,808.68,FAILED,1
26bbbc33-aa7b-443d-b834-15b037b01317,2024-06-30 17:42:17,Anika Luthra,1370655472@okicici,Fateh Mahajan,2428523931@oksbi,4508.55,FAILED,1
7a4b161d-96d6-4198-92ba-4e78aeda4c54,2024-06-07 07:07:26,Prerak Brar,1389536587@okaxis,Nitya Bhagat,9242493675@okhdfcbank,7943.8,FAILED,1
71ef7fd4-ea73-432e-9f9d-23ce85d33048,2024-06-28 18:08:24,Nirvaan Zachariah,1391606006@okhdfcbank,Ranbir Shukla,6956979142@okicici,5858.65,SUCCESS,0
